team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2008,STL,2008020253,STL,MTL,HOME,20081116,Team Level,5on5,0.4468,0.4561,0.4468,2005,0,1.37,0,0,0,0,0,1.357,1.354,1.341,13,8,5,26,1,0,0,3,1,9,7,12,20,6,12,17,14,3,1,21,0,0,1.37,0,0,1,0,0,26.34,21,21.472,1,0,0,0,0,0,0,0,1.696,0,0,0,0,0,1.671,1.705,1.679,16,10,5,31,1,1,1,3,0,10,11,15,25,5,10,12,19,3,5,26,0,0,1.696,0,0,1,0,0,30.339,26,25.204,3,0,0.065,0.065,0,0,0
STL,2008,STL,2008020253,STL,MTL,HOME,20081116,Team Level,4on5,0.2311,0.2,0.2308,669,0,0.196,0,0,0,0,0,0.196,0.196,0.196,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,5,1,1,0,3,0,0,0.196,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0.652,0,0,0,0,0,0.644,0.652,0.644,6,4,2,12,0,0,0,1,1,5,3,6,10,4,8,8,0,0,1,10,0,0,0.652,0,0,0,0,0,12,10,10,0,0,0,0,0,0,0
STL,2008,STL,2008020253,STL,MTL,HOME,20081116,Team Level,5on4,1,1,1,513,0,0.391,0,0,0,0,0,0.387,0.391,0.387,5,1,0,6,1,0,0,1,0,1,3,4,5,3,6,5,1,0,1,6,0,0,0.391,0,0,1,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2008,STL,2008020284,STL,ANA,HOME,20081121,Team Level,other,0.4392,0.3684,0.5,226,4.087,0.812,0.258,0.986,0.13,1.558,1.321,0.754,0.812,0.754,4,2,1,7,1,1,0,1,0,1,2,3,5,0,0,5,2,0,0,3,2,1,0.13,0.321,0.362,1,0,0,7,6,6,0,0.071,0.362,0.362,0.456,0.456,0.452,4.344,1.037,0.244,0.658,0.117,2.489,1.454,1.036,1.037,1.036,6,0,6,12,1,0,0,1,0,2,2,5,5,1,2,6,0,0,1,5,0,1,0.141,0,0.896,0,0,1,12,6,6,1,0.075,0,0,1.112,1.112,1.11
STL,2008,STL,2008020284,STL,ANA,HOME,20081121,Team Level,all,0.6008,0.4904,0.5479,3759,28.449,3.2,2.206,6.223,0.92,15.636,10.879,3.073,3.197,3.07,28,12,11,51,3,3,1,4,1,13,16,25,37,9,27,33,12,4,2,26,11,3,0.775,1.437,0.988,1,1,1,51.512,40,40.703,1,0.51,0.988,0.988,2.657,2.653,2.618,24.049,2.126,1.409,5.013,0.745,13.632,10.075,2.099,2.142,2.115,28,5,20,53,2,2,1,5,1,10,13,26,31,9,27,26,20,2,6,30,0,3,0.628,0,1.497,0,0,2,52.414,33,32.454,3,0.322,0.601,0.601,1.847,1.849,1.845
STL,2008,STL,2008020284,STL,ANA,HOME,20081121,Team Level,5on5,0.4646,0.4615,0.5128,2518,14.396,0.905,0.914,3.532,0.458,8.026,6.165,0.89,0.902,0.887,12,8,4,24,0,1,0,3,1,8,7,12,20,9,27,21,7,1,2,17,2,1,0.384,0.311,0.211,0,0,0,24.512,20,20.703,1,0.184,0.211,0.211,0.878,0.874,0.861,14.185,1.043,0.836,3.259,0.419,7.592,5.851,1.017,1.059,1.033,17,2,9,28,1,2,1,4,1,5,6,16,18,8,25,15,14,2,3,17,0,2,0.442,0,0.601,0,0,1,27.414,19,18.454,2,0.17,0.601,0.601,0.612,0.615,0.614
STL,2008,STL,2008020284,STL,ANA,HOME,20081121,Team Level,4on5,0.1739,0.0769,0.125,480,0.728,0.008,0.016,0.12,0.016,0.246,0.595,0.008,0.008,0.008,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,3,0,1,0,0,0.008,0,0,0,0,0,1,1,1,0,0.003,0,0,0.011,0.011,0.011,4.656,0.038,0.32,1.022,0.169,3.381,2.071,0.037,0.038,0.037,4,3,5,12,0,0,0,0,0,3,4,4,7,0,0,3,1,0,2,7,0,0,0.038,0,0,0,0,0,12,7,7,0,0.074,0,0,0.112,0.112,0.11
STL,2008,STL,2008020284,STL,ANA,HOME,20081121,Team Level,5on4,0.9946,0.95,0.9286,535,9.239,1.475,1.018,1.586,0.316,5.807,2.799,1.421,1.475,1.421,11,2,6,19,2,1,1,0,0,4,6,9,11,0,0,5,2,0,0,5,7,1,0.254,0.805,0.416,0,1,1,19,13,13,0,0.252,0.416,0.416,1.311,1.311,1.293,0.864,0.008,0.01,0.074,0.039,0.169,0.699,0.008,0.008,0.008,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,5,0,0,1,0,0,0.008,0,0,0,0,0,1,1,1,0,0.003,0,0,0.011,0.011,0.011
STL,2008,STL,2008020292,STL,MIN,AWAY,20081122,Team Level,other,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.165,0.516,0.487,0.771,0.206,4.052,0.968,0.482,0.516,0.482,3,4,3,10,0,0,0,1,0,5,1,3,7,0,0,2,0,0,0,4,3,0,0.176,0.339,0,0,0,0,10,7,7,0,0.127,0,0,0.643,0.643,0.602
STL,2008,STL,2008020292,STL,MIN,AWAY,20081122,Team Level,all,0.4693,0.3929,0.4,3600,22.856,2.213,1.565,5.132,0.736,13.235,9.118,2.203,2.304,2.293,26,6,12,44,2,2,1,3,1,11,13,24,30,6,23,26,26,4,1,26,3,3,0.793,0.317,1.103,0,0,2,46.16,32,33.365,1,0.346,0.362,0.362,2.198,2.286,2.276,31.814,2.503,2.458,7.387,1.144,21.503,13.004,2.414,2.428,2.34,32,16,20,68,1,0,0,5,0,26,16,31,47,2,4,27,23,6,9,39,9,0,1.432,1.071,0,1,0,0,65.506,48,46.381,3,0.555,0,0,3.058,2.967,2.86
STL,2008,STL,2008020292,STL,MIN,AWAY,20081122,Team Level,5on5,0.527,0.4675,0.4444,2777,17.088,1.414,1.075,4.102,0.555,9.691,7.164,1.403,1.505,1.494,21,3,12,36,1,1,1,2,1,9,10,20,23,5,21,19,25,4,1,20,3,1,0.743,0.317,0.354,0,0,1,38.16,24,25.365,1,0.221,0.354,0.354,1.281,1.369,1.36,20.657,1.269,1.291,5.219,0.688,12.41,9.124,1.243,1.194,1.17,22,8,11,41,1,0,0,4,0,14,11,21,29,2,4,20,21,6,7,27,3,0,0.867,0.401,0,1,0,0,38.506,30,28.381,3,0.265,0,0,1.534,1.443,1.413
STL,2008,STL,2008020292,STL,MIN,AWAY,20081122,Team Level,4on5,0.2202,0.0556,0.0833,486,0.934,0.203,0.097,0.089,0.023,0.22,0.368,0.203,0.203,0.203,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,6,0,0,0,0,0,1,0,0,0.203,0,0,0,1,1,1,0,0.022,0,0,0.225,0.225,0.225,6.992,0.719,0.681,1.396,0.25,5.042,2.912,0.689,0.719,0.689,7,4,6,17,0,0,0,0,0,7,4,7,11,0,0,1,2,0,2,8,3,0,0.388,0.331,0,0,0,0,17,11,11,0,0.162,0,0,0.881,0.881,0.845
STL,2008,STL,2008020292,STL,MIN,AWAY,20081122,Team Level,5on4,1,1,1,234,4.833,0.597,0.393,0.941,0.158,3.324,1.586,0.597,0.597,0.597,5,2,0,7,1,1,0,1,0,2,2,4,6,0,0,1,1,0,0,6,0,1,0.05,0,0.546,0,0,1,7,7,7,0,0.103,0.007,0.007,0.692,0.692,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2008,STL,2008020306,STL,NSH,AWAY,20081125,Team Level,other,0.1725,0.2857,0.2,126,2.245,0.23,0.106,0.451,0.063,1.244,0.905,0.23,0.23,0.23,2,1,3,6,0,0,0,1,0,2,0,2,3,1,2,4,1,0,2,2,1,0,0.1,0.13,0,0,0,0,6,3,3,0,0.029,0,0,0.259,0.259,0.259,8.79,1.103,0.804,1.809,0.255,4.848,3.181,0.869,1.103,0.869,11,1,3,15,0,1,0,1,0,5,5,11,12,0,0,2,1,2,1,7,4,1,0.35,0.458,0.295,0,0,0,15,12,12,0,0.218,0.295,0.295,1.025,1.025,0.854
STL,2008,STL,2008020306,STL,NSH,AWAY,20081125,Team Level,all,0.2261,0.359,0.3218,3900,20.224,1.114,1.307,4.982,0.652,11.124,8.821,1.103,1.15,1.139,17,11,14,42,0,2,0,4,0,9,13,17,28,6,12,27,18,8,7,26,2,0,0.846,0.268,0,0,0,0,42.8,28,28.549,4,0.297,0.111,0.111,1.3,1.341,1.332,41.049,3.813,2.986,8.665,1.231,22.637,18.733,3.528,3.719,3.435,47,12,16,75,0,3,0,10,0,19,27,47,59,5,10,24,30,9,9,44,11,4,1.645,1.122,1.046,0,0,0,73.56,59,57.934,2,0.679,0.844,0.844,3.583,3.501,3.277
STL,2008,STL,2008020306,STL,NSH,AWAY,20081125,Team Level,5on5,0.2572,0.3425,0.3273,2694,12.886,0.728,0.89,3.158,0.388,7.478,5.359,0.719,0.764,0.754,11,7,7,25,0,1,0,0,0,6,11,11,18,4,8,16,16,4,3,17,1,0,0.59,0.138,0,0,0,0,25.8,18,18.549,3,0.18,0.074,0.074,0.834,0.875,0.866,25.386,2.103,1.701,5.626,0.775,13.921,11.939,2.068,2.009,1.975,27,10,11,48,0,2,0,6,0,12,17,27,37,4,8,13,25,4,5,29,6,2,0.999,0.556,0.549,0,0,0,46.56,37,35.934,1,0.346,0.549,0.549,1.836,1.753,1.718
STL,2008,STL,2008020306,STL,NSH,AWAY,20081125,Team Level,4on5,0.1592,0.2308,0.2727,600,2.211,0.11,0.092,0.477,0.095,0.692,1.535,0.109,0.11,0.109,2,1,0,3,0,1,0,2,0,0,0,2,3,0,0,5,1,2,1,3,0,0,0.11,0,0,0,0,0,3,3,3,1,0.023,0.037,0.037,0.096,0.096,0.095,5.333,0.581,0.454,1.123,0.17,3.488,2.184,0.565,0.581,0.565,7,1,2,10,0,0,0,3,0,2,3,7,8,1,2,6,1,0,2,6,1,1,0.27,0.108,0.202,0,0,0,10,8,8,0,0.108,0,0,0.69,0.69,0.672
STL,2008,STL,2008020306,STL,NSH,AWAY,20081125,Team Level,5on4,0.6389,0.8,0.6667,480,2.882,0.046,0.219,0.896,0.106,1.711,1.022,0.046,0.046,0.046,2,2,4,8,0,0,0,1,0,1,2,2,4,1,2,2,0,2,1,4,0,0,0.046,0,0,0,0,0,8,4,4,0,0.065,0,0,0.111,0.111,0.111,1.541,0.026,0.027,0.107,0.031,0.379,1.428,0.026,0.026,0.026,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,3,3,1,2,0,0,0.026,0,0,0,0,0,2,2,2,1,0.007,0,0,0.033,0.033,0.033
STL,2008,STL,2008020318,STL,COL,AWAY,20081126,Team Level,other,0.1232,0.8571,0.6667,130,1.5,0.079,0.22,0.27,0.049,0.801,0.582,0.078,0.079,0.078,2,0,4,6,0,0,0,2,0,0,0,2,2,0,0,2,2,0,1,2,0,0,0.079,0,0,0,0,0,6,2,2,0,0.062,0,0,0.14,0.14,0.14,0.617,0.562,0.017,0.014,0.018,0.207,0.183,0.562,0.562,0.562,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.562,0,0,0,1,1,1,0,0.004,0,0,0.566,0.566,0.566
STL,2008,STL,2008020318,STL,COL,AWAY,20081126,Team Level,all,0.3559,0.5051,0.4928,3600,23.791,1.81,1.68,5.61,0.791,14.136,9.973,1.792,1.853,1.834,22,12,16,50,1,1,0,6,1,10,15,21,33,3,6,16,30,10,5,28,4,2,0.682,0.655,0.473,0,1,0,49.557,34,33.607,1,0.362,0.269,0.269,1.903,1.939,1.935,26.172,3.275,1.952,6.136,0.845,13.561,9.23,2.928,3.25,2.903,28,7,14,49,3,4,0,4,1,7,16,25,32,2,6,27,18,13,13,24,7,4,0.683,1.055,1.537,1,2,0,49.608,35,35.402,6,0.44,1.143,1.143,2.572,2.552,2.399
STL,2008,STL,2008020318,STL,COL,AWAY,20081126,Team Level,5on5,0.5432,0.5062,0.5263,2957,20.91,1.718,1.357,5.03,0.694,12.299,8.902,1.701,1.761,1.743,19,11,11,41,1,1,0,3,1,10,14,18,29,3,6,13,28,8,3,24,4,2,0.59,0.655,0.473,0,1,0,40.557,30,29.607,1,0.277,0.269,0.269,1.726,1.762,1.759,19.987,1.445,1.27,4.989,0.623,10.789,7.885,1.432,1.42,1.407,23,4,13,40,2,2,0,3,0,7,13,21,25,2,6,20,16,11,10,22,4,1,0.613,0.568,0.265,1,1,0,40.608,27,27.402,5,0.261,0.434,0.434,1.272,1.252,1.247
STL,2008,STL,2008020318,STL,COL,AWAY,20081126,Team Level,4on5,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.569,1.268,0.666,1.134,0.204,2.566,1.162,0.935,1.268,0.935,5,2,1,8,1,2,0,1,1,0,2,4,6,0,0,4,1,0,1,2,3,2,0.071,0.488,0.71,0,1,0,8,7,7,0,0.176,0.71,0.71,0.734,0.734,0.586
STL,2008,STL,2008020318,STL,COL,AWAY,20081126,Team Level,5on4,1,1,1,230,1.381,0.013,0.103,0.311,0.047,1.036,0.49,0.013,0.013,0.013,1,1,1,3,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0.013,0,0,0,0,0,3,2,2,0,0.023,0,0,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STL,2008,STL,2008020334,STL,EDM,HOME,20081129,Team Level,other,0.1592,0.5556,0.5556,325,2.844,0.156,0.178,0.606,0.101,1.977,1.047,0.154,0.156,0.154,4,1,0,5,0,0,0,2,0,1,2,4,5,1,2,8,0,0,1,5,0,0,0.156,0,0,0,0,0,5,5,5,0,0.042,0,0,0.133,0.133,0.133,2.779,0.824,0.13,0.424,0.077,1.244,1.302,0.824,0.824,0.824,3,1,0,4,2,0,0,0,0,1,1,1,2,0,0,3,1,0,0,2,1,1,0.055,0.167,0.602,1,1,0,4,4,4,0,0.034,0,0,0.858,0.858,0.858
STL,2008,STL,2008020334,STL,EDM,HOME,20081129,Team Level,all,0.3261,0.4725,0.5,3600,25.81,1.782,1.779,5.716,0.842,15.877,11.07,1.722,1.749,1.69,29,9,5,43,2,2,1,8,1,10,15,27,36,7,20,40,16,4,2,31,6,1,0.858,0.65,0.274,0,2,0,42.438,38,37.265,1,0.391,0.405,0.405,1.702,1.66,1.642,26.223,3.683,1.655,6.479,0.914,14.499,10.77,3.634,3.733,3.681,22,16,10,48,4,2,0,5,3,11,13,18,34,6,18,28,21,3,10,29,5,4,0.911,0.84,1.932,2,1,1,47.645,38,38.092,6,0.389,0.365,0.365,3.707,3.744,3.704
STL,2008,STL,2008020334,STL,EDM,HOME,20081129,Team Level,5on5,0.3957,0.4615,0.4909,2625,18.679,1.149,1.188,4.284,0.62,11.446,8.312,1.126,1.117,1.094,21,6,3,30,2,1,1,5,1,8,10,19,25,4,11,26,12,3,1,22,5,0,0.595,0.554,0,0,2,0,29.438,27,26.265,1,0.243,0.131,0.131,1.262,1.219,1.21,19.211,1.755,1.234,5.318,0.687,10.779,8.227,1.707,1.805,1.754,15,13,7,35,1,2,0,3,3,8,11,14,27,4,11,20,19,3,7,23,4,1,0.802,0.673,0.28,1,0,0,34.645,28,28.092,5,0.255,0.365,0.365,1.644,1.681,1.646
STL,2008,STL,2008020334,STL,EDM,HOME,20081129,Team Level,4on5,0.016,0.1,0.1429,370,0.675,0.018,0.022,0.061,0.014,0.279,0.606,0.018,0.018,0.018,0,1,0,1,0,0,0,0,0,0,1,0,1,1,5,5,4,1,0,1,0,0,0.018,0,0,0,0,0,1,1,1,0,0.005,0,0,0.023,0.023,0.023,4.233,1.104,0.29,0.737,0.15,2.476,1.242,1.103,1.104,1.103,4,2,3,9,1,0,0,2,0,2,1,3,5,2,7,1,1,0,1,4,0,2,0.054,0,1.05,0,0,1,9,6,6,0,0.101,0,0,1.205,1.205,1.2
STL,2008,STL,2008020334,STL,EDM,HOME,20081129,Team Level,5on4,1,1,1,280,3.611,0.459,0.391,0.764,0.106,2.176,1.105,0.424,0.459,0.424,4,1,2,7,0,1,0,1,0,1,2,4,5,1,2,1,0,0,0,3,1,1,0.089,0.096,0.274,0,0,0,7,5,5,0,0.1,0.274,0.274,0.285,0.285,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STL,2008,STL,2008020347,STL,ATL,AWAY,20081130,Team Level,other,0.7008,0.4286,0.6,80,1.743,0.74,0.11,0.2,0.044,0.695,0.276,0.684,0.74,0.684,3,0,0,3,1,1,0,0,0,1,0,2,2,0,0,1,0,0,0,1,1,1,0.065,0.096,0.579,1,0,0,3,3,3,0,0.039,0.579,0.579,0.134,0.134,0.132,1.691,0.316,0.146,0.288,0.086,0.638,0.526,0.316,0.316,0.316,2,0,2,4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0,1,0.013,0,0.304,0,0,0,4,2,2,0,0.04,0,0,0.356,0.356,0.356
STL,2008,STL,2008020347,STL,ATL,AWAY,20081130,Team Level,all,0.6392,0.6,0.5842,3600,43.022,4.764,2.678,10.588,1.606,22.049,16.381,4.132,4.875,4.238,47,12,19,78,4,4,1,12,1,20,18,43,55,3,9,35,7,4,4,44,9,6,1.116,0.889,2.76,1,0,3,79.593,59,60.057,3,0.609,1.436,1.436,3.872,3.962,3.38,30.117,2.689,2.077,7.371,0.997,16.683,12.182,2.653,2.591,2.555,30,12,10,52,2,4,1,6,0,10,20,28,40,5,13,25,9,3,6,34,5,3,1.123,0.653,0.913,1,0,1,50.807,42,41.096,4,0.45,0.706,0.706,2.434,2.362,2.33
STL,2008,STL,2008020347,STL,ATL,AWAY,20081130,Team Level,5on5,0.551,0.619,0.5904,2893,35.605,2.588,2.152,9.175,1.412,18.968,14.705,2.505,2.698,2.612,38,11,16,65,1,3,1,9,1,19,16,37,48,3,9,25,7,4,2,39,7,3,1.017,0.713,0.857,0,0,1,66.593,49,50.057,2,0.439,0.857,0.857,2.17,2.261,2.197,24.274,2.109,1.624,6.245,0.79,13.227,10.006,2.085,2.01,1.988,22,12,6,40,2,4,1,4,0,7,17,20,32,5,13,22,8,3,4,27,5,2,0.847,0.653,0.61,1,0,1,38.807,34,33.096,3,0.339,0.706,0.706,1.743,1.671,1.656
STL,2008,STL,2008020347,STL,ATL,AWAY,20081130,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.152,0.264,0.308,0.839,0.122,2.818,1.65,0.251,0.264,0.251,6,0,2,8,0,0,0,2,0,1,3,6,6,0,0,0,0,0,1,6,0,0,0.264,0,0,0,0,0,8,6,6,0,0.071,0,0,0.335,0.335,0.317
STL,2008,STL,2008020347,STL,ATL,AWAY,20081130,Team Level,5on4,1,1,1,387,5.674,1.437,0.415,1.212,0.15,2.385,1.4,0.942,1.437,0.942,6,1,3,10,2,0,0,3,0,0,2,4,5,0,0,5,0,0,1,4,1,2,0.033,0.08,1.324,0,0,2,10,7,7,0,0.131,0,0,1.567,1.567,1.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STL,2008,STL,2008020363,STL,MIN,AWAY,20081203,Team Level,other,0.2,0.8,0.75,149,1.992,0.141,0.17,0.425,0.06,1.558,0.647,0.138,0.141,0.138,2,1,1,4,0,0,0,1,0,2,0,2,3,0,0,3,0,0,1,3,0,0,0.141,0,0,0,0,0,4,3,3,0,0.059,0,0,0.2,0.2,0.196,0.56,0.564,0.032,0.026,0.016,0.177,0.186,0.564,0.564,0.564,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0.564,0,0,1,1,1,1,1,0.008,0,0,0.572,0.572,0.572
STL,2008,STL,2008020363,STL,MIN,AWAY,20081203,Team Level,all,0.2356,0.4078,0.4096,3600,23.749,1.03,1.509,6.047,0.803,14.446,10.165,1.024,1.052,1.045,22,12,8,42,0,0,0,9,0,12,13,22,34,5,10,32,13,3,9,32,1,1,0.702,0.111,0.218,0,0,0,41.604,34,34.046,4,0.346,0,0,1.376,1.402,1.393,34.588,3.342,2.29,7.944,1.162,19.778,14.484,3.226,3.311,3.196,38,11,12,61,4,4,1,7,0,17,17,34,45,3,6,24,8,5,12,38,9,2,1.246,1.026,1.07,2,1,1,61.482,49,48.988,3,0.494,0.852,0.852,2.984,2.957,2.9
STL,2008,STL,2008020363,STL,MIN,AWAY,20081203,Team Level,5on5,0.3131,0.3816,0.3898,2655,16.399,0.835,0.901,4.424,0.558,9.024,7.259,0.832,0.857,0.853,15,8,6,29,0,0,0,6,0,7,10,15,23,3,6,23,12,0,5,21,1,1,0.507,0.111,0.218,0,0,0,28.604,23,23.046,2,0.18,0,0,1.016,1.041,1.037,25.817,1.832,1.507,6.545,0.865,14.681,10.57,1.77,1.801,1.74,26,10,11,47,1,3,0,5,0,14,13,25,35,3,6,17,6,4,8,32,3,1,0.957,0.369,0.506,1,0,0,47.482,36,35.988,2,0.304,0.713,0.713,1.424,1.396,1.375
STL,2008,STL,2008020363,STL,MIN,AWAY,20081203,Team Level,4on5,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6.774,0.833,0.694,1.206,0.242,4.45,2.575,0.779,0.833,0.779,9,1,1,11,2,1,1,2,0,3,2,7,8,0,0,4,0,0,2,4,6,0,0.176,0.657,0,1,1,0,11,10,10,0,0.169,0.139,0.139,0.863,0.863,0.828
STL,2008,STL,2008020363,STL,MIN,AWAY,20081203,Team Level,5on4,0.3234,0.8182,0.8,343,5.358,0.054,0.439,1.198,0.185,3.864,2.26,0.054,0.054,0.054,5,3,1,9,0,0,0,2,0,3,3,5,8,2,4,2,0,0,1,8,0,0,0.054,0,0,0,0,0,9,8,8,0,0.107,0,0,0.161,0.161,0.16,1.437,0.113,0.057,0.168,0.039,0.47,1.153,0.113,0.113,0.113,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,1,1,0,2,0,0,0.113,0,0,0,0,0,2,2,2,0,0.013,0,0,0.126,0.126,0.126
STL,2008,STL,2008020377,STL,CGY,HOME,20081205,Team Level,other,0.1362,0.2,0.2,3,0.703,0.035,0.034,0.185,0.019,0.354,0.372,0.035,0.035,0.035,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.035,0,0,0,0,0,1,1,1,0,0.008,0,0,0.043,0.043,0.043,2.268,0.222,0.117,0.505,0.062,1.007,1.153,0.22,0.222,0.22,4,0,0,4,1,0,0,2,0,0,1,3,3,0,0,2,1,0,0,3,1,0,0.137,0.085,0,1,0,0,4,4,4,0,0.03,0,0,0.186,0.186,0.185
STL,2008,STL,2008020377,STL,CGY,HOME,20081205,Team Level,all,0.5026,0.45,0.4634,3741,27.009,2.426,2.013,6.317,0.892,16.265,10.087,2.287,2.409,2.271,25,13,7,45,3,2,1,5,0,18,10,22,35,6,15,40,16,2,2,26,11,1,0.796,1.368,0.262,0,2,1,45.346,38,38.259,1,0.458,0.42,0.42,2.464,2.445,2.331,30.312,2.401,1.965,7.421,1.021,17.478,12.779,2.373,2.412,2.384,30,14,11,55,4,2,1,7,2,13,16,26,40,6,15,26,21,4,3,38,2,4,0.765,0.172,1.465,1,0,3,54.597,44,43.659,0,0.468,0.266,0.266,2.538,2.551,2.534
STL,2008,STL,2008020377,STL,CGY,HOME,20081205,Team Level,5on5,0.4623,0.3148,0.3636,2640,11.786,0.933,0.745,3.126,0.394,6.169,4.632,0.926,0.916,0.909,11,5,1,17,1,1,1,3,0,4,7,10,15,6,15,23,15,2,1,12,3,1,0.27,0.402,0.262,0,0,1,17.346,16,16.259,1,0.155,0.262,0.262,0.827,0.808,0.804,19.849,1.085,1.025,5.262,0.67,11.162,8.796,1.07,1.096,1.081,18,10,9,37,1,2,1,4,2,8,11,17,27,6,15,11,19,4,2,25,1,2,0.513,0.087,0.485,0,0,1,36.597,28,27.659,0,0.206,0.266,0.266,1.025,1.038,1.035
