team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2010,STL,2010020044,STL,NSH,AWAY,20101014,Team Level,other,0,0.25,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.113,0.619,0.073,0.114,0.046,0.76,0.388,0.619,0.619,0.619,1,1,1,3,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,1,0,0.198,0.422,0,1,0,3,2,2,0,0.023,0,0,0.642,0.642,0.642
STL,2010,STL,2010020044,STL,NSH,AWAY,20101014,Team Level,all,0.5248,0.58,0.5823,3600,31.87,3.951,1.98,7.429,1.023,18.136,13.48,3.693,3.945,3.686,35,11,12,58,3,3,0,8,0,12,20,32,43,5,13,24,12,3,3,36,4,6,1.054,0.499,2.398,0,0,3,56.02,46,44.428,2,0.451,0.613,0.613,3.79,3.781,3.527,24.33,3.578,1.744,5.177,0.784,12.133,9.584,3.459,3.589,3.469,22,11,9,42,4,3,1,3,0,10,13,18,29,7,17,33,20,10,11,17,9,7,0.646,1.034,1.898,1,1,2,43.306,33,33.958,8,0.396,0.764,0.764,3.21,3.219,3.176
STL,2010,STL,2010020044,STL,NSH,AWAY,20101014,Team Level,5on5,0.4894,0.5926,0.6094,2952,27.192,2.05,1.642,6.736,0.875,15.453,12.244,2.017,2.043,2.01,31,8,9,48,1,3,0,8,0,9,18,30,38,4,11,20,12,3,3,33,4,2,1.027,0.499,0.523,0,0,1,46.02,39,37.428,2,0.335,0.613,0.613,1.772,1.763,1.745,18.744,2.139,1.193,4.147,0.569,9.273,7.678,2.061,2.15,2.071,19,6,8,33,2,2,0,3,0,7,11,17,23,7,17,25,17,10,8,16,5,4,0.586,0.522,1.031,1,0,1,34.306,25,25.958,6,0.245,0.545,0.545,1.84,1.848,1.82
STL,2010,STL,2010020044,STL,NSH,AWAY,20101014,Team Level,4on5,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.721,0.695,0.438,0.817,0.149,1.875,1.026,0.655,0.695,0.655,2,3,0,5,1,1,1,0,0,2,1,1,4,0,0,3,0,0,0,1,2,2,0.06,0.19,0.445,0,0,1,5,5,5,0,0.119,0.219,0.219,0.595,0.595,0.581
STL,2010,STL,2010020044,STL,NSH,AWAY,20101014,Team Level,5on4,0.9388,0.9,0.875,393,4.678,1.902,0.338,0.694,0.148,2.683,1.236,1.676,1.902,1.676,4,3,2,9,2,0,0,0,0,3,2,2,5,0,0,3,0,0,0,3,0,4,0.027,0,1.874,0,0,2,9,7,7,0,0.116,0,0,2.018,2.018,1.782,0.753,0.124,0.039,0.099,0.019,0.226,0.493,0.124,0.124,0.124,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2,0,2,0,1,0,0,0.124,0,0,0,0,1,1,1,2,0.009,0,0,0.133,0.133,0.133
STL,2010,STL,2010020062,STL,DAL,AWAY,20101016,Team Level,other,0.1193,0.1667,0.2143,234,2.218,0.11,0.137,0.502,0.078,1.282,0.89,0.11,0.11,0.11,3,0,0,3,0,0,0,1,0,2,0,3,3,1,2,2,3,0,1,2,1,0,0.026,0.084,0,0,0,0,3,3,3,1,0.039,0,0,0.15,0.15,0.149,7.391,0.812,0.471,1.472,0.265,4.316,3.664,0.774,0.812,0.774,7,4,4,15,0,0,0,1,0,5,5,7,11,0,0,6,5,0,1,7,3,1,0.279,0.303,0.23,0,0,0,15,11,11,0,0.116,0,0,0.928,0.928,0.885
STL,2010,STL,2010020062,STL,DAL,AWAY,20101016,Team Level,all,0.6283,0.6316,0.6322,3900,39.514,4.129,2.885,8.797,1.242,22.088,15.86,4.046,4.377,4.286,43,12,17,72,2,4,0,5,1,21,22,41,53,5,10,22,28,5,5,39,13,3,1.006,1.736,1.388,1,0,1,76.755,55,58.642,2,0.647,0.64,0.64,4.137,4.358,4.284,21.944,2.443,1.658,4.396,0.731,12.686,10.087,2.371,2.35,2.28,25,7,10,42,2,1,0,7,0,12,10,23,30,5,12,34,49,6,11,20,11,1,0.845,1.367,0.23,0,2,0,40.517,32,30.819,3,0.376,0.151,0.151,2.668,2.575,2.522
STL,2010,STL,2010020062,STL,DAL,AWAY,20101016,Team Level,5on5,0.6903,0.7432,0.7321,2905,29.026,2.751,2.102,6.802,0.942,15.959,12.445,2.669,2.999,2.909,31,10,14,55,1,4,0,4,1,17,14,30,40,2,4,16,22,4,3,28,12,1,0.897,1.651,0.203,1,0,0,59.755,41,44.642,1,0.434,0.64,0.64,2.545,2.767,2.697,10.873,1.234,0.897,2.093,0.313,6.196,4.268,1.205,1.141,1.114,13,2,4,19,2,1,0,2,0,5,5,11,13,4,10,18,40,4,8,9,6,0,0.373,0.86,0,0,2,0,17.517,15,13.819,3,0.186,0.151,0.151,1.269,1.176,1.173
STL,2010,STL,2010020062,STL,DAL,AWAY,20101016,Team Level,4on5,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542,0.307,0.232,0.648,0.106,1.669,1.039,0.302,0.307,0.302,4,0,2,6,0,0,0,3,0,1,0,4,4,0,0,5,2,1,2,2,2,0,0.103,0.204,0,0,0,0,6,4,4,0,0.062,0,0,0.369,0.369,0.362
STL,2010,STL,2010020062,STL,DAL,AWAY,20101016,Team Level,5on4,0.9337,0.875,0.8462,429,8.27,1.268,0.647,1.493,0.221,4.846,2.525,1.267,1.268,1.267,9,2,3,14,1,0,0,0,0,2,8,8,10,1,2,1,2,1,1,9,0,2,0.083,0,1.185,0,0,1,14,11,11,0,0.174,0,0,1.442,1.442,1.439,1.139,0.09,0.058,0.183,0.048,0.505,1.116,0.09,0.09,0.09,1,1,0,2,0,0,0,1,0,1,0,1,2,1,2,5,2,1,0,2,0,0,0.09,0,0,0,0,0,2,2,2,0,0.013,0,0,0.103,0.103,0.103
STL,2010,STL,2010020073,STL,CHI,AWAY,20101018,Team Level,other,0.6535,0.6923,0.7,3,5.194,0.415,0.275,1.11,0.132,2.337,2.732,0.411,0.415,0.411,7,0,2,9,0,0,0,2,0,2,3,7,7,0,0,3,0,1,0,5,2,0,0.156,0.258,0,0,0,0,9,7,7,0,0.069,0,0,0.484,0.484,0.48,2.299,0.22,0.165,0.344,0.057,1.284,0.93,0.22,0.22,0.22,3,0,1,4,1,0,0,0,0,1,1,2,2,0,0,0,0,0,2,1,2,0,0.035,0.185,0,0,1,0,4,3,3,1,0.042,0,0,0.262,0.262,0.262
STL,2010,STL,2010020073,STL,CHI,AWAY,20101018,Team Level,all,0.517,0.4677,0.5,3830,30.465,2.33,2.033,6.789,0.868,16.779,13.201,2.304,2.488,2.461,34,8,16,58,2,0,0,7,1,10,22,32,40,4,11,26,20,2,2,30,11,1,0.725,1.38,0.225,1,1,0,61.167,42,44.161,2,0.437,0,0,2.767,2.95,2.918,29.301,2.177,2.126,6.569,0.91,17.972,12.245,2.168,2.1,2.091,33,9,24,66,3,0,0,9,0,16,14,30,39,2,7,28,17,9,14,32,10,0,0.946,1.231,0,0,3,0,62.922,42,40.311,10,0.455,0,0,2.632,2.538,2.527
STL,2010,STL,2010020073,STL,CHI,AWAY,20101018,Team Level,5on5,0.5966,0.4694,0.5079,3369,23.304,1.902,1.583,5.241,0.681,12.844,9.749,1.88,2.061,2.037,25,7,14,46,2,0,0,5,1,7,17,23,30,4,11,21,20,1,2,22,9,1,0.556,1.121,0.225,1,1,0,49.167,32,34.161,2,0.325,0,0,2.228,2.411,2.383,21.422,1.286,1.437,5.228,0.668,13.042,9.34,1.277,1.209,1.2,24,7,21,52,1,0,0,9,0,14,7,23,30,2,7,23,16,8,12,27,4,0,0.74,0.546,0,0,1,0,48.922,31,29.311,9,0.287,0,0,1.572,1.478,1.467
STL,2010,STL,2010020073,STL,CHI,AWAY,20101018,Team Level,4on5,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,0.671,0.524,0.998,0.185,3.646,1.976,0.671,0.671,0.671,6,2,2,10,1,0,0,0,0,1,6,5,7,0,0,4,0,1,0,4,4,0,0.171,0.5,0,0,1,0,10,8,8,0,0.127,0,0,0.798,0.798,0.798
STL,2010,STL,2010020073,STL,CHI,AWAY,20101018,Team Level,5on4,1,1,1,120,1.966,0.013,0.175,0.439,0.055,1.599,0.719,0.013,0.013,0.013,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,3,0,0,0.013,0,0,0,0,0,3,3,3,0,0.043,0,0,0.055,0.055,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2010,STL,2010020096,STL,CHI,HOME,20101022,Team Level,other,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2010,STL,2010020096,STL,CHI,HOME,20101022,Team Level,all,0.5129,0.5152,0.5694,3600,28.7,2.506,1.904,6.168,0.862,16.904,12.656,2.444,2.446,2.384,28,13,10,51,4,2,1,5,0,11,19,24,37,6,18,23,22,15,5,29,11,1,1.002,1.14,0.364,2,1,1,50.202,41,40.609,1,0.402,0.512,0.512,2.396,2.331,2.319,21.976,2.38,1.562,4.844,0.72,12.442,9.051,2.339,2.437,2.396,25,6,17,48,2,1,0,8,0,8,12,23,29,6,18,29,15,6,8,25,3,3,0.831,0.389,1.16,1,0,1,48.774,31,31.457,5,0.359,0.036,0.036,2.703,2.769,2.725
STL,2010,STL,2010020096,STL,CHI,HOME,20101022,Team Level,5on5,0.5382,0.5172,0.5556,3161,24.455,1.788,1.614,5.327,0.725,14.267,11.28,1.784,1.728,1.724,25,10,10,45,3,1,0,5,0,8,18,22,32,6,18,22,20,14,5,26,9,0,0.842,0.946,0,2,1,0,44.202,35,34.609,1,0.331,0.147,0.147,1.971,1.907,1.903,19.724,1.534,1.408,4.456,0.652,11.443,8.507,1.526,1.591,1.583,22,6,14,42,1,1,0,7,0,8,11,21,27,6,18,23,14,5,7,24,3,1,0.815,0.389,0.331,1,0,0,42.774,28,28.457,5,0.288,0.036,0.036,1.785,1.852,1.842
STL,2010,STL,2010020096,STL,CHI,HOME,20101022,Team Level,4on5,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0.846,0.154,0.389,0.067,0.999,0.545,0.813,0.846,0.813,3,0,2,5,1,0,0,1,0,0,1,2,2,0,0,3,1,0,1,1,0,2,0.016,0,0.83,0,0,1,5,3,3,0,0.071,0,0,0.917,0.917,0.882
STL,2010,STL,2010020096,STL,CHI,HOME,20101022,Team Level,5on4,1,0.8571,1,185,4.245,0.718,0.29,0.841,0.137,2.637,1.376,0.66,0.718,0.66,3,3,0,6,1,1,1,0,0,3,1,2,5,0,0,0,2,0,0,3,2,1,0.16,0.193,0.364,0,0,1,6,6,6,0,0.071,0.364,0.364,0.424,0.424,0.416,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STL,2010,STL,2010020105,STL,PIT,HOME,20101023,Team Level,other,1,1,1,0,1.51,0.187,0.12,0.238,0.041,0.69,0.724,0.187,0.187,0.187,2,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0.068,0.119,0,1,0,0,2,2,2,0,0.028,0,0,0.216,0.216,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2010,STL,2010020105,STL,PIT,HOME,20101023,Team Level,all,0.5635,0.4848,0.4634,3650,27.092,2.428,1.859,6.136,0.88,15.367,11.33,2.393,2.364,2.33,24,14,10,48,1,2,0,4,1,13,17,23,37,5,13,25,24,7,6,28,9,1,1.003,1.154,0.271,1,0,0,47.01,38,37.222,1,0.404,0.392,0.392,2.441,2.371,2.341,32.007,1.881,2.67,7.66,1.053,18.076,12.66,1.758,1.967,1.838,31,13,7,51,0,5,0,7,2,15,15,31,44,4,11,21,30,4,8,38,4,2,0.875,0.588,0.419,0,0,0,52.184,44,44.945,1,0.58,0.812,0.812,1.65,1.714,1.655
STL,2010,STL,2010020105,STL,PIT,HOME,20101023,Team Level,5on5,0.449,0.4714,0.4655,2810,18.897,1.423,1.209,4.503,0.635,11.076,8.154,1.412,1.359,1.349,15,12,6,33,0,1,0,3,0,9,14,15,27,5,13,14,23,6,6,21,6,0,0.595,0.828,0,0,0,0,32.01,27,26.222,1,0.246,0.121,0.121,1.548,1.479,1.466,22.581,1.746,1.762,5.64,0.731,12.274,8.848,1.623,1.832,1.703,20,11,6,37,0,5,0,7,1,10,8,20,31,4,11,15,25,4,5,25,4,2,0.739,0.588,0.419,0,0,0,38.184,31,31.945,1,0.362,0.812,0.812,1.296,1.36,1.302
STL,2010,STL,2010020105,STL,PIT,HOME,20101023,Team Level,4on5,0.4719,0.1333,0.0769,480,0.724,0.109,0.056,0.084,0.021,0.227,0.503,0.109,0.109,0.109,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,4,1,1,0,0,1,0,0,0.109,0,0,0,0,2,1,1,0,0.014,0,0,0.122,0.122,0.122,8.663,0.122,0.879,1.879,0.298,5.575,3.246,0.122,0.122,0.122,10,2,1,13,0,0,0,0,1,5,6,10,12,0,0,5,1,0,3,12,0,0,0.122,0,0,0,0,0,13,12,12,0,0.212,0,0,0.334,0.334,0.334
STL,2010,STL,2010020105,STL,PIT,HOME,20101023,Team Level,5on4,0.982,0.9167,0.8889,360,5.961,0.709,0.474,1.312,0.183,3.374,1.949,0.685,0.709,0.685,7,1,3,11,0,1,0,1,1,4,1,7,8,0,0,6,0,0,0,6,1,1,0.34,0.098,0.271,0,0,0,11,8,8,0,0.116,0.271,0.271,0.554,0.554,0.537,0.764,0.013,0.029,0.141,0.024,0.228,0.566,0.013,0.013,0.013,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,4,0,0,1,0,0,0.013,0,0,0,0,0,1,1,1,0,0.006,0,0,0.02,0.02,0.02
STL,2010,STL,2010020133,STL,NSH,AWAY,20101028,Team Level,other,0.3699,0.6667,0.5,101,0.714,0.054,0.035,0.182,0.026,0.364,0.34,0.054,0.054,0.054,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0.054,0,0,0,0,0,2,1,1,0,0.009,0,0,0.062,0.062,0.062,0.785,0.092,0.071,0.216,0.029,0.468,0.125,0.092,0.092,0.092,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,1,0,0,0.092,0,0,0,0,1,1,1,0,0.019,0,0,0.11,0.11,0.11
