team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2009,STL,2009020128,STL,MIN,HOME,20091023,Team Level,all,0.6295,0.5426,0.5714,3600,29.984,3.794,1.973,6.496,0.928,15.288,11.52,3.701,3.788,3.695,26,14,11,51,3,3,1,8,2,6,18,23,37,4,11,22,19,4,7,28,9,3,0.974,1.103,1.717,1,0,2,51.916,40,40.854,5,0.447,0.585,0.585,3.656,3.651,3.589,22.689,2.233,1.504,5.073,0.722,11.59,8.877,2.132,2.232,2.13,21,9,13,43,1,4,1,4,3,6,12,20,29,7,17,32,24,4,3,22,5,3,0.548,0.541,1.144,0,0,1,41.852,30,29.083,2,0.341,0.818,0.818,1.757,1.754,1.714
STL,2009,STL,2009020128,STL,MIN,HOME,20091023,Team Level,5on5,0.4751,0.4615,0.4894,2745,17.623,1.476,1.05,4.263,0.571,8.891,6.749,1.427,1.47,1.421,14,9,7,30,1,2,1,5,1,3,11,13,22,3,9,16,18,4,5,17,5,1,0.451,0.659,0.365,0,0,1,30.916,23,23.854,4,0.218,0.433,0.433,1.261,1.255,1.245,18.15,1.631,1.194,4.253,0.573,9.298,7.05,1.53,1.63,1.529,17,7,11,35,1,4,1,4,2,5,8,16,23,7,17,20,21,4,3,17,5,2,0.493,0.541,0.597,0,0,1,33.852,24,23.083,2,0.25,0.818,0.818,1.064,1.061,1.021
STL,2009,STL,2009020128,STL,MIN,HOME,20091023,Team Level,4on5,0.0863,0.3333,0.3333,195,1.381,0.055,0.046,0.22,0.039,0.489,1.151,0.055,0.055,0.055,2,0,1,3,1,0,0,0,0,0,1,1,1,1,2,1,1,0,0,2,0,0,0.055,0,0,1,0,0,3,2,2,0,0.012,0,0,0.066,0.066,0.066,3.109,0.582,0.217,0.488,0.091,1.562,1.06,0.582,0.582,0.582,3,1,2,6,0,0,0,0,0,1,3,3,4,0,0,2,1,0,0,3,0,1,0.035,0,0.547,0,0,0,6,4,4,0,0.06,0,0,0.642,0.642,0.642
STL,2009,STL,2009020128,STL,MIN,HOME,20091023,Team Level,5on4,0.986,0.9412,0.9286,600,9.554,0.913,0.84,1.974,0.286,5.631,3.355,0.868,0.913,0.868,9,4,3,16,0,1,0,3,1,3,5,9,13,0,0,5,0,0,2,9,4,0,0.469,0.444,0,0,0,0,16,13,13,1,0.21,0.152,0.152,0.97,0.97,0.919,0.737,0.013,0.02,0.12,0.021,0.214,0.613,0.013,0.013,0.013,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,8,1,0,0,1,0,0,0.013,0,0,0,0,0,1,1,1,0,0.004,0,0,0.017,0.017,0.017
STL,2009,STL,2009020138,STL,DAL,HOME,20091024,Team Level,other,0.9604,0.6,0.75,10,2.416,0.291,0.18,0.399,0.059,1.172,0.899,0.291,0.291,0.291,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,1,0,1,0,1,2,0,0.01,0.28,0,0,0,0,3,3,3,0,0.042,0,0,0.333,0.333,0.333,0.684,0.012,0.049,0.141,0.037,0.6,0.162,0.012,0.012,0.012,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,0,0,0.012,0,0,0,0,0,2,1,1,1,0.016,0,0,0.028,0.028,0.028
STL,2009,STL,2009020138,STL,DAL,HOME,20091024,Team Level,all,0.4157,0.5225,0.5116,3600,32.785,2.339,2.045,7.227,0.989,17.929,13.471,2.293,2.233,2.189,28,16,14,58,1,1,0,6,0,12,24,27,43,13,43,32,14,6,5,34,9,1,1.038,1.072,0.229,1,0,0,55.072,44,42.076,2,0.441,0.229,0.229,2.551,2.453,2.417,31.398,3.287,2.002,6.476,0.976,15.992,13.268,3.131,3.443,3.279,31,11,11,53,4,3,1,5,2,8,20,27,38,11,31,30,21,4,1,30,8,4,0.68,1.117,1.49,1,1,2,56.805,42,44.645,1,0.487,0.419,0.419,3.356,3.481,3.353
STL,2009,STL,2009020138,STL,DAL,HOME,20091024,Team Level,5on5,0.4415,0.5333,0.5088,2396,21.604,1.275,1.199,5.157,0.665,11.782,8.922,1.241,1.168,1.138,16,13,11,40,1,1,0,5,0,7,15,15,28,8,22,17,13,3,3,25,3,1,0.677,0.369,0.229,1,0,0,37.072,29,27.076,2,0.244,0.229,0.229,1.29,1.192,1.172,21.012,1.613,1.171,4.676,0.66,10.187,9.693,1.553,1.769,1.702,23,5,7,35,3,2,1,3,2,3,15,20,25,10,29,19,18,4,0,21,6,1,0.554,0.837,0.222,1,1,1,38.805,28,30.645,0,0.243,0.399,0.399,1.457,1.582,1.561
STL,2009,STL,2009020138,STL,DAL,HOME,20091024,Team Level,4on5,0.0961,0.1765,0.2,597,2.238,0.166,0.113,0.293,0.061,0.764,1.603,0.166,0.166,0.166,2,1,0,3,0,0,0,0,0,1,2,2,3,1,2,6,0,2,0,2,1,0,0.073,0.093,0,0,0,0,3,3,3,0,0.024,0,0,0.191,0.191,0.191,8.944,1.561,0.736,1.591,0.264,4.943,2.905,1.465,1.561,1.465,7,5,2,14,1,1,0,2,0,5,3,6,11,1,2,5,1,0,0,8,1,3,0.114,0.178,1.269,0,0,1,14,12,12,0,0.218,0.019,0.019,1.76,1.76,1.653
STL,2009,STL,2009020138,STL,DAL,HOME,20091024,Team Level,5on4,0.8573,0.8571,0.9,597,6.527,0.607,0.554,1.378,0.204,4.21,2.046,0.594,0.607,0.594,7,2,3,12,0,0,0,1,0,4,4,7,9,4,19,8,1,0,2,6,3,0,0.278,0.329,0,0,0,0,12,9,9,0,0.131,0,0,0.738,0.738,0.723,0.758,0.101,0.047,0.068,0.015,0.261,0.509,0.101,0.101,0.101,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,4,1,0,0,0,1,0,0,0.101,0,0,0,0,2,1,1,0,0.01,0,0,0.111,0.111,0.111
STL,2009,STL,2009020157,STL,CAR,AWAY,20091028,Team Level,other,1,1,1,1216,0.685,0.757,0.003,0.005,0.01,0.086,0.139,0.757,0.757,0.757,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.757,0,0,1,1,1,1,0,0.001,0,0,0.758,0.758,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020157,STL,CAR,AWAY,20091028,Team Level,all,0.3765,0.3109,0.3258,3600,22.163,2.766,1.351,4.911,0.681,10.889,8.402,2.727,2.995,2.952,18,11,8,37,5,1,1,3,0,5,15,13,24,8,22,25,30,4,2,21,5,3,0.651,0.618,1.497,1,2,2,41.633,29,32.245,1,0.287,0.469,0.469,2.584,2.799,2.794,43.659,4.581,3.058,9.937,1.396,24.34,16.689,4.381,4.343,4.146,36,24,22,82,2,4,1,10,1,26,17,34,58,3,12,36,30,8,10,37,18,5,1.036,2.145,1.4,1,0,1,75.793,60,56.142,5,0.677,1.037,1.037,4.221,3.997,3.85
STL,2009,STL,2009020157,STL,CAR,AWAY,20091028,Team Level,5on5,0.4332,0.3667,0.3913,1943,20.718,1.995,1.298,4.776,0.648,10.268,8.015,1.956,2.225,2.181,17,10,6,33,4,1,1,3,0,5,14,13,23,8,22,19,30,3,2,20,5,2,0.638,0.618,0.739,1,2,1,37.633,27,30.245,1,0.274,0.469,0.469,1.8,2.015,2.01,30.538,2.61,1.893,7.529,0.959,16.403,12.607,2.577,2.371,2.341,28,14,15,57,0,2,0,8,0,17,15,28,42,3,12,25,25,7,7,32,6,4,0.798,0.748,1.064,0,0,0,50.793,42,38.142,5,0.394,0.554,0.554,2.449,2.225,2.211
STL,2009,STL,2009020157,STL,CAR,AWAY,20091028,Team Level,4on5,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.121,1.971,1.165,2.408,0.437,7.937,4.081,1.805,1.971,1.805,8,10,6,24,2,2,1,2,1,9,2,6,16,0,0,10,3,1,2,5,12,1,0.238,1.397,0.336,1,0,1,24,18,18,0,0.284,0.483,0.483,1.772,1.772,1.639
STL,2009,STL,2009020157,STL,CAR,AWAY,20091028,Team Level,5on4,1,0.75,1,0,0.76,0.013,0.05,0.13,0.023,0.534,0.249,0.013,0.013,0.013,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0.013,0,0,0,0,0,3,1,1,0,0.012,0,0,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020168,STL,ARI,HOME,20091029,Team Level,other,1,0.9,1,244,3.337,0.421,0.311,0.688,0.096,1.909,0.576,0.421,0.421,0.421,2,2,5,9,0,0,0,1,0,0,3,2,4,0,0,2,0,1,0,2,2,0,0.098,0.323,0,0,0,0,9,4,4,0,0.083,0,0,0.504,0.504,0.504,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020168,STL,ARI,HOME,20091029,Team Level,all,0.6047,0.513,0.4945,3600,33.75,3.697,2.41,8.019,1.048,17.804,12.022,3.582,3.529,3.417,32,13,14,59,0,5,0,7,1,12,20,32,45,2,4,30,23,5,9,31,9,5,1.124,1.149,1.424,0,0,0,55.565,45,42.391,2,0.539,1.406,1.406,2.83,2.693,2.665,34.314,2.417,2.189,8.16,1.092,17.893,14.249,2.366,2.607,2.551,29,17,10,56,2,2,0,5,0,16,21,27,44,3,6,26,19,4,8,36,9,1,1.111,1.088,0.218,1,1,0,60.311,46,49.502,4,0.466,0.387,0.387,2.496,2.69,2.659
STL,2009,STL,2009020168,STL,ARI,HOME,20091029,Team Level,5on5,0.5003,0.4624,0.4533,2847,25.109,2.344,1.621,6.252,0.807,13.106,9.871,2.286,2.176,2.122,24,10,9,43,0,3,0,4,1,12,14,24,34,2,4,24,22,4,7,25,6,3,0.848,0.705,0.79,0,0,0,39.565,34,31.391,2,0.339,0.771,0.771,1.911,1.774,1.751,30.829,2.341,1.921,7.579,0.982,15.907,12.27,2.29,2.531,2.475,26,15,9,50,2,2,0,5,0,14,18,24,39,2,4,18,16,4,8,31,9,1,1.035,1.088,0.218,1,1,0,54.311,41,44.502,4,0.403,0.387,0.387,2.357,2.551,2.52
STL,2009,STL,2009020168,STL,ARI,HOME,20091029,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027,0.027,0.213,0.355,0.07,1.554,0.781,0.027,0.027,0.027,2,1,0,3,0,0,0,0,0,2,1,2,3,0,0,4,1,0,0,3,0,0,0.027,0,0,0,0,0,3,3,3,0,0.051,0,0,0.078,0.078,0.078
STL,2009,STL,2009020168,STL,ARI,HOME,20091029,Team Level,5on4,0.9501,0.7778,0.7778,269,5.303,0.932,0.479,1.079,0.146,2.789,1.575,0.874,0.932,0.874,6,1,0,7,0,2,0,2,0,0,3,6,7,0,0,2,1,0,2,4,1,2,0.177,0.12,0.634,0,0,0,7,7,7,0,0.117,0.634,0.634,0.414,0.414,0.409,1.457,0.049,0.054,0.226,0.041,0.432,1.198,0.049,0.049,0.049,1,1,0,2,0,0,0,0,0,0,2,1,2,1,2,2,0,0,0,2,0,0,0.049,0,0,0,0,0,2,2,2,0,0.012,0,0,0.061,0.061,0.061
STL,2009,STL,2009020187,STL,FLA,HOME,20091031,Team Level,other,0.2186,0.4286,0.5,181,2.192,0.237,0.14,0.375,0.059,0.984,1.205,0.223,0.237,0.223,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,1,0,0,0,2,1,0,0.079,0.158,0,0,0,0,3,3,3,0,0.033,0,0,0.27,0.27,0.255,2.204,0.847,0.09,0.353,0.051,0.779,0.88,0.847,0.847,0.847,3,0,1,4,1,0,0,0,0,0,2,2,2,0,0,2,1,2,0,1,0,2,0.024,0,0.823,0,0,1,4,3,3,0,0.022,0,0,0.869,0.869,0.869
STL,2009,STL,2009020187,STL,FLA,HOME,20091031,Team Level,all,0.5283,0.6154,0.5714,3600,32.896,2.671,2.52,6.938,0.949,18.057,12.865,2.639,2.472,2.442,34,10,20,64,0,2,0,6,4,19,13,34,44,3,6,28,18,7,2,31,13,0,1.081,1.59,0,0,0,0,58.073,44,40.243,0,0.533,0.21,0.21,2.994,2.776,2.745,24.034,2.385,1.371,5.616,0.711,12.782,10.135,2.364,2.541,2.517,27,6,7,40,4,2,1,8,1,6,12,23,29,3,6,29,15,6,2,25,6,2,0.684,0.879,0.823,2,1,1,44.491,33,36.387,2,0.281,0.361,0.361,2.305,2.458,2.439
STL,2009,STL,2009020187,STL,FLA,HOME,20091031,Team Level,5on5,0.5848,0.6044,0.5522,2939,27.965,2.166,2.117,5.998,0.796,15.24,10.683,2.148,1.967,1.951,30,7,18,55,0,2,0,6,4,15,10,30,37,3,6,23,18,5,1,26,11,0,0.876,1.29,0,0,0,0,49.073,37,33.243,0,0.438,0.21,0.21,2.394,2.177,2.16,21.829,1.538,1.281,5.264,0.66,12.002,9.255,1.517,1.694,1.67,24,6,6,36,3,2,1,8,1,6,10,21,27,3,6,25,14,4,2,24,6,0,0.66,0.879,0,2,1,0,40.491,30,33.387,2,0.259,0.361,0.361,1.436,1.589,1.57
STL,2009,STL,2009020187,STL,FLA,HOME,20091031,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020187,STL,FLA,HOME,20091031,Team Level,5on4,1,1,1,240,2.74,0.268,0.262,0.565,0.094,1.833,0.978,0.268,0.268,0.268,1,3,2,6,0,0,0,0,0,1,3,1,4,0,0,4,0,1,1,3,1,0,0.126,0.142,0,0,0,0,6,4,4,0,0.062,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020213,STL,CGY,HOME,20091105,Team Level,other,0.7015,0.6154,0.5556,199,3.666,0.564,0.441,0.657,0.128,2.339,0.87,0.495,0.564,0.495,4,1,3,8,0,1,0,1,0,1,2,4,5,0,0,4,2,0,2,2,2,1,0.098,0.237,0.229,0,0,0,8,5,5,2,0.131,0.229,0.229,0.465,0.465,0.416,2.906,0.24,0.177,0.587,0.078,1.319,1.6,0.24,0.24,0.24,3,1,1,5,1,0,0,0,0,2,1,2,3,0,0,3,1,1,0,3,1,0,0.143,0.096,0,1,0,0,5,4,4,0,0.045,0,0,0.284,0.284,0.284
STL,2009,STL,2009020213,STL,CGY,HOME,20091105,Team Level,all,0.6729,0.5385,0.4884,3770,30.29,2.388,2.231,6.445,0.967,17.62,12.35,2.299,2.309,2.222,31,11,21,63,1,2,0,8,0,14,17,30,41,7,17,40,24,2,5,30,10,2,0.941,0.986,0.461,0,0,1,60.225,42,40.317,5,0.521,0.349,0.349,2.56,2.474,2.408,30.511,1.161,2.259,7.08,1.002,19.397,13.102,1.156,1.225,1.22,32,12,10,54,2,0,0,5,0,21,16,30,42,6,15,32,22,2,0,41,3,0,0.82,0.34,0,1,1,0,56.38,44,45.711,0,0.518,0,0,1.678,1.761,1.752
STL,2009,STL,2009020213,STL,CGY,HOME,20091105,Team Level,5on5,0.5967,0.589,0.5385,2655,20.011,1.172,1.31,4.478,0.603,11.772,8.665,1.152,1.094,1.076,22,6,15,43,0,1,0,5,0,11,11,22,28,6,15,21,22,2,3,23,5,0,0.706,0.466,0,0,0,0,40.225,28,26.317,3,0.268,0.12,0.12,1.321,1.234,1.217,17.135,0.792,1.148,4.213,0.545,10.147,7.154,0.788,0.856,0.852,19,5,6,30,1,0,0,5,0,12,6,18,23,5,13,23,20,0,0,22,2,0,0.548,0.244,0,0,1,0,32.38,24,25.711,0,0.236,0,0,1.028,1.111,1.104
STL,2009,STL,2009020213,STL,CGY,HOME,20091105,Team Level,4on5,0.2456,0.1,0.1111,618,1.629,0.042,0.033,0.214,0.046,0.368,1.298,0.042,0.042,0.042,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,9,0,0,0,2,0,0,0.042,0,0,0,0,0,2,2,2,0,0.009,0,0,0.051,0.051,0.051,10.469,0.129,0.933,2.28,0.379,7.931,4.348,0.128,0.129,0.128,10,6,2,18,0,0,0,0,0,7,9,10,16,0,0,3,0,0,0,16,0,0,0.129,0,0,0,0,0,18,16,16,0,0.237,0,0,0.366,0.366,0.364
STL,2009,STL,2009020213,STL,CGY,HOME,20091105,Team Level,5on4,1,0.9091,1,298,4.984,0.61,0.446,1.096,0.19,3.141,1.516,0.61,0.61,0.61,4,3,3,10,1,0,0,2,0,2,2,3,6,1,2,6,0,0,0,3,3,1,0.095,0.283,0.231,0,0,1,10,7,7,0,0.113,0,0,0.723,0.723,0.723,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020231,STL,PHI,AWAY,20091107,Team Level,other,0.1414,0.2381,0.1875,420,2.204,0.141,0.108,0.494,0.061,1.05,1.145,0.141,0.141,0.141,1,2,2,5,0,0,0,0,0,0,3,1,3,1,2,8,3,2,4,3,0,0,0.141,0,0,0,0,0,5,3,3,1,0.027,0,0,0.168,0.168,0.168,9.961,0.856,0.53,1.94,0.301,4.316,5.058,0.855,0.856,0.855,5,8,3,16,0,0,0,1,1,5,6,5,13,1,2,5,2,2,0,10,2,1,0.376,0.21,0.27,0,0,0,16,13,13,0,0.124,0,0,0.98,0.98,0.978
STL,2009,STL,2009020231,STL,PHI,AWAY,20091107,Team Level,all,0.3981,0.4965,0.449,3900,32.439,2.307,2.081,7.729,1.015,17.429,13.44,2.298,2.382,2.373,31,13,27,71,1,1,1,9,2,15,16,30,43,8,19,37,16,10,8,36,6,2,1.049,0.76,0.498,0,0,1,72.165,44,44.472,5,0.439,0.267,0.267,2.479,2.553,2.545,39.601,3.488,2.526,9.16,1.306,20.275,17.244,3.451,3.435,3.399,36,18,18,72,1,2,0,13,3,14,21,35,53,7,17,34,18,9,11,36,15,3,1.057,1.641,0.79,0,0,1,71.442,54,53.646,6,0.572,0.154,0.154,3.906,3.85,3.809
STL,2009,STL,2009020231,STL,PHI,AWAY,20091107,Team Level,5on5,0.5655,0.5773,0.5303,2791,26.264,2.115,1.721,6.471,0.812,13.598,10.282,2.106,2.19,2.181,27,8,21,56,1,1,1,8,2,12,11,26,34,7,17,21,11,6,4,27,6,2,0.857,0.76,0.498,0,0,1,57.165,35,35.472,4,0.353,0.267,0.267,2.202,2.276,2.269,22.203,1.625,1.391,5.527,0.754,11.945,9.758,1.601,1.573,1.549,23,8,10,41,0,2,0,10,1,6,12,23,31,5,13,24,15,4,8,21,10,0,0.453,1.172,0,0,0,0,40.442,31,30.646,6,0.292,0.154,0.154,1.763,1.707,1.681
STL,2009,STL,2009020231,STL,PHI,AWAY,20091107,Team Level,4on5,0.0109,0.0667,0.1,369,0.839,0.011,0.009,0.056,0.017,0.165,0.742,0.011,0.011,0.011,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,6,1,1,0,1,0,0,0.011,0,0,0,0,0,1,1,1,0,0.003,0,0,0.013,0.013,0.013,6.766,0.995,0.583,1.588,0.234,3.771,1.83,0.984,0.995,0.984,7,2,5,14,1,0,0,2,1,3,2,6,8,1,2,4,0,1,2,4,3,2,0.215,0.259,0.52,0,0,1,14,9,9,0,0.149,0,0,1.144,1.144,1.131
STL,2009,STL,2009020231,STL,PHI,AWAY,20091107,Team Level,5on4,0.7692,0.9,0.8333,320,3.132,0.04,0.242,0.708,0.124,2.616,1.271,0.04,0.04,0.04,2,3,4,9,0,0,0,1,0,3,1,2,5,0,0,2,1,1,0,5,0,0,0.04,0,0,0,0,0,9,5,5,0,0.056,0,0,0.096,0.096,0.095,0.672,0.012,0.022,0.105,0.018,0.244,0.599,0.012,0.012,0.012,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,1,0,0,0.012,0,0,0,0,0,1,1,1,0,0.007,0,0,0.019,0.019,0.019
STL,2009,STL,2009020238,STL,ATL,AWAY,20091108,Team Level,other,0.397,0.5714,0.5714,81,5.724,0.295,0.363,1.091,0.179,3.624,2.448,0.29,0.295,0.29,5,3,0,8,0,0,0,1,0,4,3,5,8,0,0,6,1,0,0,8,0,0,0.295,0,0,0,0,0,8,8,8,0,0.106,0,0,0.401,0.401,0.395,4.162,0.448,0.235,0.821,0.149,2.142,2.206,0.446,0.448,0.446,3,3,0,6,0,0,0,1,2,1,2,3,6,0,0,1,0,1,1,3,3,0,0.119,0.329,0,0,0,0,6,6,6,0,0.057,0,0,0.505,0.505,0.502
STL,2009,STL,2009020238,STL,ATL,AWAY,20091108,Team Level,all,0.4908,0.4355,0.4688,3900,32.891,3.569,2.257,6.551,0.994,18.359,13.271,3.506,3.694,3.629,32,13,9,54,2,3,1,5,1,14,20,30,43,6,12,35,7,6,3,36,7,2,1.188,0.808,1.572,0,1,1,56.372,45,46.933,2,0.551,0.98,0.98,3.14,3.282,3.232,37.844,3.703,2.673,8.134,1.134,19.77,15.586,3.556,3.538,3.397,40,11,19,70,2,2,0,10,3,19,15,38,49,4,8,24,13,13,6,32,16,3,1.169,1.71,0.825,2,0,0,66.876,51,48.832,3,0.59,0.165,0.165,4.128,3.943,3.818
STL,2009,STL,2009020238,STL,ATL,AWAY,20091108,Team Level,5on5,0.4087,0.4133,0.4483,2801,18.836,1.574,1.225,3.914,0.585,10.368,8.334,1.539,1.7,1.663,20,6,5,31,1,1,0,2,0,9,13,19,25,6,12,19,4,4,3,19,7,0,0.766,0.808,0,0,1,0,33.372,26,27.933,2,0.256,0.087,0.087,1.742,1.884,1.844,24.191,2.277,1.576,5.339,0.701,11.99,10.118,2.21,2.112,2.051,29,3,12,44,2,1,0,8,1,12,8,27,30,3,6,16,11,11,5,23,6,3,0.803,0.649,0.825,2,0,0,40.876,32,29.832,3,0.33,0.044,0.044,2.563,2.378,2.319
STL,2009,STL,2009020238,STL,ATL,AWAY,20091108,Team Level,4on5,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.698,0.895,0.825,1.884,0.262,5.424,2.71,0.816,0.895,0.816,7,5,7,19,0,1,0,1,0,5,5,7,12,0,0,5,2,0,0,6,6,0,0.247,0.648,0,0,0,0,19,12,12,0,0.194,0.121,0.121,0.968,0.968,0.906
STL,2009,STL,2009020238,STL,ATL,AWAY,20091108,Team Level,5on4,0.9529,0.9375,0.9167,298,8.33,1.699,0.669,1.546,0.229,4.367,2.489,1.676,1.699,1.676,7,4,4,15,1,2,1,2,1,1,4,6,10,0,0,7,0,0,0,9,0,2,0.127,0,1.572,0,0,1,15,11,11,0,0.19,0.893,0.893,0.996,0.996,0.992,0.793,0.084,0.038,0.09,0.022,0.214,0.552,0.084,0.084,0.084,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,2,0,1,0,0,1,0,0,0.084,0,0,0,0,1,1,1,0,0.008,0,0,0.092,0.092,0.092
STL,2009,STL,2009020245,STL,VAN,HOME,20091110,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020245,STL,VAN,HOME,20091110,Team Level,all,0.579,0.4848,0.4935,3600,27.034,2.548,2.126,5.957,0.909,16.138,10.322,2.494,2.59,2.536,30,8,10,48,6,1,0,5,1,16,9,24,32,11,34,26,20,5,6,25,13,0,0.942,1.606,0,3,3,0,51.582,38,39.388,2,0.462,0.105,0.105,2.906,2.952,2.891,27.76,1.853,1.918,5.873,0.927,16.271,12.158,1.841,1.8,1.789,23,16,12,51,1,0,0,5,3,15,15,22,38,14,48,30,19,3,5,33,5,1,1.008,0.584,0.26,0,0,1,47.33,39,37.649,2,0.433,0,0,2.286,2.224,2.207
