team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2009,STL,2009020042,STL,ATL,HOME,20091008,Team Level,other,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.55,0.026,0.014,0.017,0.174,0.22,0.55,0.55,0.55,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.55,0,0,1,1,1,1,0,0.007,0,0,0.556,0.556,0.556
STL,2009,STL,2009020042,STL,ATL,HOME,20091008,Team Level,all,0.5296,0.5581,0.5915,3600,31.114,2.548,2.382,6.932,0.91,17.492,11.736,2.46,2.37,2.288,31,11,6,48,2,2,0,6,4,14,14,29,40,2,4,21,30,10,11,31,10,1,0.965,1.367,0.216,1,1,0,44.403,42,38.725,3,0.509,0.326,0.326,2.732,2.539,2.455,21.416,2.263,1.371,4.933,0.635,10.892,8.907,2.258,2.358,2.352,22,7,9,38,4,1,0,3,1,4,16,18,25,3,6,28,17,7,4,22,5,2,0.524,0.564,1.174,1,1,2,40.996,29,31.323,2,0.304,0.117,0.117,2.451,2.553,2.549
STL,2009,STL,2009020042,STL,ATL,HOME,20091008,Team Level,5on5,0.6991,0.5797,0.6552,2996,28.092,2.263,2.091,6.318,0.82,15.627,10.88,2.198,2.085,2.025,29,9,2,40,2,2,0,5,4,11,14,27,36,2,4,16,29,9,9,28,9,1,0.851,1.196,0.216,1,1,0,36.403,38,34.725,3,0.438,0.326,0.326,2.376,2.183,2.128,15.045,0.974,0.905,3.987,0.463,7.376,6.295,0.969,1.068,1.063,16,4,9,29,2,1,0,3,1,1,12,14,18,2,4,22,16,5,4,15,5,0,0.409,0.564,0,1,1,0,31.996,20,22.323,2,0.192,0.117,0.117,1.049,1.152,1.149
STL,2009,STL,2009020042,STL,ATL,HOME,20091008,Team Level,4on5,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335,0.669,0.387,0.663,0.11,2.888,1.283,0.669,0.669,0.669,3,3,0,6,1,0,0,0,0,3,2,2,5,0,0,2,0,1,0,5,0,1,0.045,0,0.625,0,0,1,6,6,6,0,0.093,0,0,0.763,0.763,0.761
STL,2009,STL,2009020042,STL,ATL,HOME,20091008,Team Level,5on4,0.8006,0.8,0.6667,360,3.022,0.285,0.291,0.614,0.09,1.865,0.855,0.262,0.285,0.262,2,2,4,8,0,0,0,1,0,3,0,2,4,0,0,4,1,1,2,3,1,0,0.114,0.171,0,0,0,0,8,4,4,0,0.071,0,0,0.356,0.356,0.327,1.457,0.071,0.053,0.269,0.044,0.454,1.11,0.071,0.071,0.071,2,0,0,2,0,0,0,0,0,0,2,2,2,1,2,4,1,1,0,2,0,0,0.071,0,0,0,0,0,2,2,2,0,0.012,0,0,0.082,0.082,0.082
STL,2009,STL,2009020056,STL,L.A,HOME,20091010,Team Level,other,0.9254,0.75,0.75,103,1.95,0.186,0.185,0.288,0.065,1.711,0.565,0.175,0.186,0.175,3,0,0,3,0,0,0,1,0,2,0,3,3,1,2,4,0,0,0,2,1,0,0.097,0.089,0,0,0,0,3,3,3,0,0.048,0,0,0.234,0.234,0.221,0.788,0.015,0.132,0.119,0.024,0.381,0.328,0.015,0.015,0.015,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.015,0,0,0,0,0,1,1,1,0,0.032,0,0,0.047,0.047,0.047
STL,2009,STL,2009020056,STL,L.A,HOME,20091010,Team Level,all,0.4257,0.5417,0.5132,3600,28.142,2.176,2.05,5.985,0.875,16.688,11.226,2.121,2.102,2.048,30,9,13,52,1,2,1,4,0,12,20,29,38,6,12,35,25,5,2,31,8,0,1.159,1.017,0,0,1,0,49.246,39,37.035,0,0.471,0.336,0.336,2.311,2.22,2.162,27.63,2.935,2.202,5.987,0.868,14.817,10.191,2.828,3.113,2.998,26,11,7,44,2,4,1,6,0,5,20,24,35,5,10,23,24,7,0,31,1,5,0.921,0.151,1.862,0,1,1,47.231,37,39.57,0,0.514,1.2,1.2,2.249,2.425,2.395
STL,2009,STL,2009020056,STL,L.A,HOME,20091010,Team Level,5on5,0.3351,0.5091,0.4884,2366,15.217,0.821,0.923,3.487,0.451,8.894,6.424,0.813,0.748,0.74,16,5,7,28,0,0,0,3,0,5,13,16,21,4,8,20,24,5,1,19,2,0,0.586,0.235,0,0,0,0,25.246,21,19.035,0,0.192,0,0,1.013,0.923,0.913,16.569,1.629,1.144,3.825,0.506,8.575,6.321,1.56,1.807,1.731,17,5,5,27,1,1,0,5,0,3,12,16,21,5,10,16,20,5,0,18,1,3,0.707,0.151,0.77,0,1,0,30.231,22,24.57,0,0.242,0.243,0.243,1.628,1.804,1.776
STL,2009,STL,2009020056,STL,L.A,HOME,20091010,Team Level,4on5,0.1637,0.1765,0.2,595,2.315,0.202,0.071,0.319,0.072,0.587,1.749,0.201,0.202,0.201,3,0,0,3,1,1,1,0,0,0,1,2,2,0,0,8,1,0,0,2,1,0,0.015,0.187,0,0,1,0,3,3,3,0,0.018,0.187,0.187,0.033,0.033,0.033,8.715,1.032,0.82,1.879,0.3,5.397,2.572,0.993,1.032,0.993,6,6,2,14,1,3,1,1,0,2,5,5,11,0,0,3,1,1,0,11,0,1,0.162,0,0.87,0,0,1,14,12,12,0,0.216,0.957,0.957,0.292,0.292,0.29
STL,2009,STL,2009020056,STL,L.A,HOME,20091010,Team Level,5on4,0.7887,0.9,0.8571,536,8.66,0.967,0.871,1.891,0.287,5.495,2.489,0.933,0.967,0.933,8,4,6,18,0,1,0,0,0,5,6,8,12,1,2,3,0,0,1,8,4,0,0.46,0.506,0,0,0,0,18,12,12,0,0.213,0.149,0.149,1.03,1.03,0.995,1.557,0.259,0.105,0.164,0.037,0.463,0.971,0.259,0.259,0.259,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,4,3,1,0,1,0,1,0.037,0,0.222,0,0,0,2,2,2,0,0.023,0,0,0.282,0.282,0.282
STL,2009,STL,2009020086,STL,ARI,AWAY,20091015,Team Level,other,0.5779,0.6154,0.5,9,2.908,0.809,0.202,0.468,0.095,1.684,0.74,0.776,0.809,0.776,4,0,4,8,1,1,0,0,0,1,1,3,3,0,0,2,1,0,0,3,0,1,0.114,0,0.695,1,0,0,8,4,4,0,0.064,0.695,0.695,0.178,0.178,0.177,3.433,0.591,0.276,0.652,0.102,1.186,1.192,0.571,0.591,0.571,4,0,1,5,1,0,1,0,0,1,2,3,3,0,0,0,2,0,0,2,1,1,0.098,0.199,0.294,0,0,1,5,4,4,0,0.068,0,0.294,0.366,0.366,0.364
STL,2009,STL,2009020086,STL,ARI,AWAY,20091015,Team Level,all,0.4107,0.4074,0.3793,3817,24.581,2.523,1.64,5.298,0.76,13.109,9.67,2.416,2.609,2.502,24,9,11,44,2,3,0,5,1,6,16,22,31,4,8,24,22,2,0,26,3,4,0.67,0.317,1.535,1,0,1,45.464,33,34.261,0,0.367,0.989,0.989,1.9,2,1.993,39.551,3.62,2.885,8.648,1.21,21.738,15.9,3.544,3.494,3.42,34,20,10,64,3,3,2,3,0,17,28,31,51,2,4,25,27,3,6,37,15,2,1.04,1.868,0.712,0,1,2,61.87,54,52.271,4,0.62,0.603,0.897,3.343,3.202,3.159
STL,2009,STL,2009020086,STL,ARI,AWAY,20091015,Team Level,5on5,0.3227,0.3636,0.3594,3089,16.815,1.132,1.022,3.963,0.511,9.316,7.057,1.132,1.218,1.218,14,9,5,28,1,0,0,4,1,3,14,13,22,4,8,18,17,0,0,19,3,1,0.514,0.317,0.302,0,0,1,29.464,23,24.261,0,0.207,0,0,1.339,1.44,1.439,29.599,2.376,2.143,6.498,0.902,17.042,12.039,2.333,2.25,2.208,26,15,8,49,1,2,0,2,0,15,21,25,40,2,4,19,24,3,6,27,14,0,0.707,1.669,0,0,1,0,46.87,41,39.271,4,0.44,0.185,0.185,2.631,2.489,2.449
STL,2009,STL,2009020086,STL,ARI,AWAY,20091015,Team Level,4on5,0.4653,0.3077,0.2727,479,2.605,0.55,0.202,0.346,0.076,0.653,1.172,0.478,0.55,0.478,3,0,1,4,0,1,0,1,0,0,1,3,3,0,0,3,3,2,0,1,0,2,0.012,0,0.539,0,0,0,4,3,3,0,0.046,0.28,0.28,0.316,0.316,0.311,5.821,0.632,0.443,1.378,0.185,3.275,2.087,0.62,0.632,0.62,4,4,1,9,1,1,1,1,0,1,4,3,7,0,0,5,0,0,0,7,0,1,0.214,0,0.418,0,0,1,9,8,8,0,0.107,0.418,0.418,0.322,0.322,0.321
STL,2009,STL,2009020086,STL,ARI,AWAY,20091015,Team Level,5on4,0.6078,0.8,0.75,240,2.254,0.031,0.214,0.521,0.077,1.455,0.702,0.031,0.031,0.031,3,0,1,4,0,1,0,0,0,2,0,3,3,0,0,1,1,0,0,3,0,0,0.031,0,0,0,0,0,4,3,3,0,0.049,0.014,0.014,0.066,0.066,0.065,0.698,0.02,0.024,0.119,0.02,0.235,0.582,0.02,0.02,0.02,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.02,0,0,0,0,0,1,1,1,0,0.005,0,0,0.025,0.025,0.025
STL,2009,STL,2009020105,STL,ANA,AWAY,20091017,Team Level,other,0.7949,0.8333,0.8,234,2.981,0.155,0.117,0.679,0.088,1.239,1.721,0.155,0.155,0.155,2,2,1,5,0,0,0,0,0,2,2,2,4,0,0,1,0,0,0,4,0,0,0.155,0,0,0,0,0,5,4,4,0,0.029,0,0,0.184,0.184,0.184,0.67,0.04,0.037,0.155,0.021,0.376,0.37,0.04,0.04,0.04,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4,1,0,1,1,0,0,0.04,0,0,0,0,0,1,1,1,1,0.008,0,0,0.048,0.048,0.048
STL,2009,STL,2009020105,STL,ANA,AWAY,20091017,Team Level,all,0.6486,0.6038,0.6222,3600,39.121,3.956,2.761,8.069,1.328,21.481,18.405,3.896,4.239,4.171,32,24,8,64,5,5,3,6,0,13,27,27,51,6,17,21,21,4,5,46,5,5,1.265,0.498,2.193,0,1,4,71.345,56,61.324,2,0.608,1.471,1.471,3.093,3.337,3.32,24.515,2.143,1.628,5.491,0.74,13.774,10.224,2.104,1.995,1.956,26,8,8,42,0,0,0,5,1,13,15,26,34,8,19,26,24,7,13,26,6,2,0.965,0.735,0.442,0,0,0,38.242,34,31.223,6,0.351,0,0,2.494,2.322,2.278
STL,2009,STL,2009020105,STL,ANA,AWAY,20091017,Team Level,5on5,0.5659,0.5676,0.5625,2391,25.536,2.035,1.774,5.414,0.866,14.006,11.905,1.979,2.319,2.255,23,13,6,42,3,3,2,6,0,8,16,20,33,6,17,13,18,3,4,29,5,2,0.981,0.498,0.556,0,1,2,49.345,36,41.324,2,0.364,0.597,0.597,1.802,2.046,2.03,19.903,1.561,1.236,4.596,0.614,11.168,8.825,1.554,1.413,1.406,20,8,4,32,0,0,0,3,1,12,12,20,28,7,17,17,20,7,6,22,5,1,0.745,0.613,0.203,0,0,0,28.242,28,25.223,3,0.254,0,0,1.815,1.643,1.635
STL,2009,STL,2009020105,STL,ANA,AWAY,20091017,Team Level,4on5,0.382,0.25,0.375,486,1.939,0.335,0.15,0.158,0.05,0.473,1.835,0.335,0.335,0.335,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,1,3,1,0,2,0,1,0.048,0,0.287,0,0,0,3,3,3,0,0.033,0,0,0.368,0.368,0.368,3.941,0.542,0.355,0.74,0.105,2.229,1.029,0.511,0.542,0.511,5,0,4,9,0,0,0,1,0,1,3,5,5,1,2,4,1,0,4,3,1,1,0.181,0.122,0.239,0,0,0,9,5,5,0,0.088,0,0,0.631,0.631,0.595
STL,2009,STL,2009020105,STL,ANA,AWAY,20091017,Team Level,5on4,1,1,1,489,8.665,1.43,0.72,1.818,0.325,5.763,2.944,1.426,1.43,1.426,5,8,1,14,2,2,1,0,0,2,7,3,11,0,0,6,0,0,1,11,0,2,0.081,0,1.349,0,0,2,14,13,13,0,0.182,0.874,0.874,0.739,0.739,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
STL,2009,STL,2009020109,STL,PIT,AWAY,20091020,Team Level,other,0.7621,0.8,0.75,120,2.207,0.205,0.112,0.591,0.085,0.901,1.107,0.205,0.205,0.205,2,1,1,4,0,0,0,0,1,1,1,2,3,0,0,5,1,0,0,2,1,0,0.041,0.164,0,0,0,0,4,3,3,0,0.029,0,0,0.234,0.234,0.234,0.786,0.064,0.036,0.157,0.023,0.342,0.377,0.064,0.064,0.064,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.064,0,0,0,0,0,1,1,1,0,0.009,0,0,0.072,0.072,0.072
STL,2009,STL,2009020109,STL,PIT,AWAY,20091020,Team Level,all,0.241,0.4274,0.3765,3600,22.575,1.533,1.447,5.68,0.759,12.244,10.337,1.512,1.501,1.48,23,9,18,50,1,2,0,4,3,10,12,22,31,4,8,30,30,2,5,24,8,0,0.481,1.053,0,0,1,0,46.37,32,30.964,2,0.316,0.192,0.192,1.657,1.626,1.62,39.717,4.829,3.034,7.94,1.175,21.154,14.868,4.506,4.853,4.528,43,10,14,67,5,5,1,5,4,12,22,38,48,2,4,21,30,1,12,34,13,6,1.467,1.613,1.749,3,2,0,70.932,53,54.31,8,0.665,1.359,1.359,4.134,4.151,4.007
STL,2009,STL,2009020109,STL,PIT,AWAY,20091020,Team Level,5on5,0.2573,0.4468,0.3824,2906,18.272,1.292,1.099,4.424,0.595,9.999,8.591,1.27,1.26,1.239,19,7,16,42,1,1,0,4,2,8,10,18,25,4,8,19,28,1,5,19,7,0,0.403,0.889,0,0,1,0,38.37,26,24.964,2,0.223,0.165,0.165,1.35,1.318,1.313,31.528,3.73,2.293,6.247,0.917,16.628,12.185,3.542,3.755,3.564,33,9,10,52,3,2,0,2,4,12,19,30,39,2,4,14,26,1,11,27,10,5,1.108,1.188,1.435,2,1,0,55.932,42,43.31,8,0.484,0.749,0.749,3.466,3.483,3.358
STL,2009,STL,2009020109,STL,PIT,AWAY,20091020,Team Level,4on5,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.403,1.035,0.705,1.535,0.235,4.184,2.306,0.899,1.035,0.899,9,1,4,14,2,3,1,3,0,0,2,7,8,0,0,5,1,0,1,6,3,1,0.296,0.425,0.314,1,1,0,14,10,10,0,0.172,0.611,0.611,0.596,0.596,0.577
STL,2009,STL,2009020109,STL,PIT,AWAY,20091020,Team Level,5on4,1,1,1,240,2.096,0.037,0.235,0.666,0.079,1.344,0.638,0.037,0.037,0.037,2,1,1,4,0,1,0,0,0,1,1,2,3,0,0,2,0,1,0,3,0,0,0.037,0,0,0,0,0,4,3,3,0,0.063,0.026,0.026,0.074,0.074,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,2009,STL,2009020128,STL,MIN,HOME,20091023,Team Level,other,0.9948,0.6667,0.6667,60,1.426,1.351,0.036,0.039,0.031,0.277,0.265,1.351,1.351,1.351,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1.351,0,0,1,2,2,2,0,0.008,0,0,1.359,1.359,1.359,0.693,0.007,0.073,0.212,0.037,0.517,0.155,0.007,0.007,0.007,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0.007,0,0,0,0,0,1,1,1,0,0.027,0,0,0.034,0.034,0.034
